business_id,name,latitude,longitude,stars,review_count,price_level,full_address
MTSW4McQd7CbVtyjqoe9mw,St Honore Pastries,39.9555052,-75.1555641,4.0,80,1,"935 Race St, Philadelphia, PA, 19107"
MUTTqe8uqyMdBl186RmNeA,Tuna Bar,39.953949,-75.1432262,4.0,245,3,"205 Race St, Philadelphia, PA, 19106"
ROeacJQwBeh05Rqg7F6TCg,BAP,39.943223,-75.162568,4.5,205,1,"1224 South St, Philadelphia, PA, 19147"
QdN72BWoyFypdGJhhI5r7g,Bar One,39.9398245705,-75.1574465632,4.0,65,1,"767 S 9th St, Philadelphia, PA, 19147"
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,39.9625821,-75.1356571,3.5,65,2,"901 N Delaware Ave, Philadelphia, PA, 19123"
ppFCk9aQkM338Rgwpl2F5A,Wawa,39.954573,-75.1948936,3.0,56,2,"3604 Chestnut St, Philadelphia, PA, 19104"
O1oZpbZNDMH_gz8DhsZCdA,Wendy's,40.012141,-75.1150148,1.5,15,2,"700 E. Hunting Park, Philadelphia, PA, 19124"
bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,39.9385518,-75.1496356,4.5,183,1,"765 S 4th St, Philadelphia, PA, 19147"
bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,39.9516153765,-75.2033457223,4.0,46,2,"4002 Spruce St, Philadelphia, PA, 19104"
n8ecak12IF_jhnPNs37AZA,Baltic Bakery,39.9768798,-75.1161695,4.5,12,2,"2609 Edgemont St, Philadelphia, PA, 19125"
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,39.9412993,-75.1477446,3.0,178,2,"300 South St, Philadelphia, PA, 19147"
V-96iACFgPmVjjKACGxd7Q,Fusion Pizza & Grill,40.0839955,-75.0354963,2.5,6,2,"1900 Grant Ave, Ste M-N, Philadelphia, PA, 19115"
GVqXNt0HKJLpciN9ePxnWw,Crown Fried Chicken,39.9368911,-75.1672837,2.5,16,1,"1128 S Broad St, Philadelphia, PA, 19146"
dChRGpit9fM_kZK5pafNyA,The Love,39.9506555,-75.1708991,4.0,618,2,"130 S 18th St, Philadelphia, PA, 19103"
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,39.9418766,-75.1451988,4.0,604,2,"509 S 2nd St, Philadelphia, PA, 19147"
5iuo1kvv0XZMS0bUOoLz2Q,Bistro St. Tropez,39.9535919923,-75.1794226902,3.5,163,1,"2400 Market St, Ste 427, Philadelphia, PA, 19103"
bchZXVE4feVx4Q5rhIRCGg,NY Bagel Cafe & Deli,40.0027825,-75.2222705,3.0,52,2,"4514 B City Line Ave, Ste 220, Philadelphia, PA, 19131"
ngvE1G9IckUO-ljZBFo23w,Mumbai Bistro,39.947207,-75.1572515,4.0,217,2,"930 Locust St, Philadelphia, PA, 19107"
TGfPJHImEq6AQL9a1laxlg,Chick-fil-A,40.08178,-75.0267907,4.0,80,2,"9711 Roosevelt Blvd, Philadelphia, PA, 19114"
CPgWuWGZ4v2sZr5_-1kluw,Checkers,39.9719414,-75.159771,2.0,21,2,"1208 N. Broad, Philadelphia, PA, 19121"
kGjpBqAqG4mIuFSgU2KKEA,The Royal Indian Cuisine,39.948365,-75.1744997,4.0,28,1,"272 S 20th St, Philadelphia, PA, 19103"
kLSEk3qXY1KdtFjxHJ9pww,McDonald's,40.0884161,-74.9650112,1.5,20,1,"501 Franklin Mill Cir, Philadelphia, PA, 19154"
kfGz2E7Y5FLXJyiKbQYfZg,The Irish Times,39.9403745,-75.1456109,3.5,44,2,"629 S 2nd St, Philadelphia, PA, 19147"
PdMXmOWDRHICAx6SLgu1dQ,24,39.9515211,-75.1798731,3.5,111,2,"2401 Walnut St, Philadelphia, PA, 19103"
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,39.94796,-75.22198,4.0,301,1,"4914 Baltimore Ave, Philadelphia, PA, 19143"
MYoRNLb5chwjQe3c_k37Gg,Sean Thorntons Public House,39.988107,-75.105553,3.5,6,2,"2401 E Allegheny Ave, Philadelphia, PA, 19134"
pP4q0Mym-qt20nRqTKbzhQ,Morton's The Steakhouse,39.949603,-75.1649701595,3.5,149,2,"1411 Walnut St, Philadelphia, PA, 19102"
y1HgVnt4K5owmYXC5yXLGg,Flambo Caribbean Restaurant,39.9686973,-75.1606146,4.5,138,2,"820 N Broad St, Philadelphia, PA, 19130"
RrqRin8BYGrTlJbCDwtLzA,Wawa,39.9510885597,-75.1989988336,3.5,50,1,"3744 Spruce St, Philadelphia, PA, 19104"
L_sXNadtVHjxMw7Yhvkj9Q,Naoki Ramen,39.955454,-75.1549,4.0,92,2,"915 Race St, Philadelphia, PA, 19107"
HuDNHqKv9n1mWpe4BqCnwA,Minas Pizza,40.0352350987,-75.2167929785,3.0,54,1,"6151 Ridge Ave, Philadelphia, PA, 19128"
BxR5hjyBnJZrm_nnaCtGQw,The Lunar Inn,39.9822933,-75.1031599,4.5,29,1,"3124 Richmond St, Philadelphia, PA, 19134"
4TQMOy00KD_54xSFwKgMZw,Ndulge,40.025842293,-75.2243893677,3.5,15,2,"4373 Main St, Philadelphia, PA, 19127"
NQSnr4RPUScss607oxOaqw,Chase's Hop Shop,40.0603863,-75.0845897,4.5,116,2,"7235 Rising Sun Ave, Philadelphia, PA, 19111"
I4TFiNX5gTsJBnEGH2Tl8Q,Benna's West,39.931855,-75.168473,3.5,47,1,"1444 S Broad St, Philadelphia, PA, 19146"
N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,39.9551144,-75.202451,3.5,148,3,"106 S 40th St, Philadelphia, PA, 19104"
nBr6NgqcZz1GhtAngU0RSQ,Forin Cafe,39.9813471541,-75.1322471288,4.5,10,3,"2041 Coral St, Ste 2, Philadelphia, PA, 19125"
dE_MaaYrXBAEebtH2u_B-w,Wilson's Market,40.0390528,-75.1438169,3.5,13,3,"1337 W Olney Ave, Philadelphia, PA, 19141"
68ThEdiK0eWCEgGEmV9Tng,Southgate,39.9455687,-75.1717901,4.0,323,2,"1801 Lombard St, Philadelphia, PA, 19146"
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,39.940221217,-75.1557966694,4.5,49,2,"743 S 8th St, Philadelphia, PA, 19147"
aurl4I40YVQfQ8loOdgKCg,Crown Fried Chicken,39.971145,-75.15902,3.5,11,2,"933 N Broad St, Philadelphia, PA, 19123"
di5ihAL9VWoctHelY8kLTQ,Gigi and Big R,39.9512903,-75.1992768,4.0,81,2,"38th and Spruce, Philadelphia, PA, 19104"
Bw0cpnfI-Y9QmjWzqS-oFg,Izumi,39.929738,-75.1633963,4.0,219,1,"1601 E Passyunk Ave, Philadelphia, PA, 19148"
1w1H1kYUN60zpfdP-0qmGQ,Machismo Burrito Bar,40.0626011,-75.2372078,3.0,30,3,"8500 Henry Ave, Philadelphia, PA, 19128"
kgMEBZG6rjkGeFzPaIM4MQ,McDonald's,39.9394402,-75.1668049,2.0,55,1,"914 S Broad St, Philadelphia, PA, 19146"
_IYHl6J9iB3lbeJq27pbsg,Taqueria La Hacienda,40.02202,-75.1240606,3.5,10,1,"4715 N Front St, Philadelphia, PA, 19120"
V5KiEoH4E86GA2S3RQkf1g,Spice Grill,39.9862724,-75.094699,3.5,12,2,"3447-61 Richmond St, Philadelphia, PA, 19134"
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,39.9567105161,-75.1971027811,4.0,783,1,"3711 Market St, Philadelphia, PA, 19104"
icp_IKE9zIkAqAucyS1vTA,Hakka Beef House,39.9554945,-75.1552563,4.5,33,1,"927 Race St, Philadelphia, PA, 19107"
f8xDi3rajxvIqS73N93Afw,Guavaberry Foods & Drinks ,39.938371,-75.1501031,4.0,13,1,"776 S 4th St, Philadelphia, PA, 19147"
A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,39.9541715545,-75.2013800841,4.0,252,2,"3925 Walnut St, Philadelphia, PA, 19104"
SPWyzJPFP2TT7x0BsqaBqQ,Chenango Restaurant & Bar,39.9664073,-75.1386733,2.0,10,2,"1031 Germantown Ave, Philadelphia, PA, 19123"
duf2PORLOL6it1dTGhSnKA,Junes Breakfast,39.9850064107,-75.246888042,2.5,20,1,"6227 Lancaster Ave, Philadelphia, PA, 19151"
bKppmYKQ_-9cpp2yziB-Qw,Lincoln Chicken Pizza And Grill,39.9738754,-75.1794242,2.5,20,1,"2614 W Girard Ave, Philadelphia, PA, 19130"
K8b2MQ5Az59-nzvqUfjJEQ,The Farm and Fisherman,39.944935,-75.1606759,4.0,234,2,"1120 Pine St, Philadelphia, PA, 19107"
n6dw_zxL_4cVO6EP_m0joQ,Dragon House,39.9503586,-75.1615836,4.0,5,2,"1228 Chestnut St, Philadelphia, PA, 19107"
agTcS5LYZJe4gNiXK6nNkw,Buca D’Oro ,39.9470772078,-75.1541655511,4.0,5,2,"711 Locust St, Philadelphia, PA, 19106"
Zk_GdMMPgEfKUECCxAxvwQ,Pho Nam Giang,40.0860776,-74.9648083509,4.5,23,1,"427 Franklin Mills Cir, Philadelphia, PA, 19154"
eqNutOMnPqKa9QDAY6KfEw,J'aime French Bakery,39.948081,-75.1608093,4.5,310,2,"212 S 12th St, Philadelphia, PA, 19107"
sfbg2kxnvKpmlIuCUas5TA,Lucky Wok Restaurant,40.0342865,-75.1307075,2.5,6,3,"5431 N 5th St, Philadelphia, PA, 19120"
CB7nXPd5h_YLzcgfDo2DCg,Mike's Breakfast,40.045729,-75.11891,3.0,15,3,"6201 N Front St, Ste 16, Philadelphia, PA, 19120"
o4_cgIKWgvJ09TZeSzARmg,Quality Pizza,40.0509209,-75.094581,3.0,19,1,"6438 Rising Sun Ave, Philadelphia, PA, 19111"
5m3ND7lNNd6zo-bNQGoXhQ,Three 12 Sport Bar and Lounge,39.9499452,-75.146352,2.5,33,1,"312 Market St, Philadelphia, PA, 19106"
7J81xJFlMM244_f05k2egw,Hammerheads Bar & Grille,40.0374692,-75.0417837,2.5,15,2,"3517 Cottman Ave, Philadelphia, PA, 19149"
e0aGg7U132XQRup2qa0Ztg,Archway Sandwich Shop,39.9528017,-75.1533475,3.0,7,2,"48 N 8th St, Philadelphia, PA, 19107"
14ZGwnDyydXdSBsLXpSUrA,Vientiane Café,39.9483087,-75.2178905,4.0,304,2,"4728 Baltimore Ave, Philadelphia, PA, 19143"
4NjPz9bJzll1FMIi2bw8HA,Sonam,39.9412971,-75.1466064,4.5,9,1,"223 South St, Philadelphia, PA, 19176"
cz0sBSp8G2R2dqE6cccbuw,Wit or Witout Cheesesteaks,40.0378039,-75.0387664,2.5,37,2,"7352 Frankford Ave, Philadelphia, PA, 19136"
Yl4Am6NhqWo_YMmo1SyU5A,Domino's Pizza,39.9453395,-75.238934,2.0,5,2,"5754 Baltimore Ave, Philadelphia, PA, 19143"
ld1b8y_PHH6Mn_e7T0u04g,Gachi Sushi and Noodle,39.8946117,-75.2292952,4.0,95,3,"8500 Essington Ave, A West Terminal, Philadelphia, PA, 19153"
WxFfnTx_VAT_ORvqHAfYNw,My Blue Heaven,39.9883288,-75.0912665,3.0,6,2,"2762 E Pacific St, Philadelphia, PA, 19134"
ejRuEF2j8_w5qQbwEQ8GfQ,Villagio Pizza Cafe,39.9851818,-75.1067498,3.0,47,1,"2533 Clearfield St, Philadelphia, PA, 19134"
oFMpfE5J6f0ATRmsVXrFSg,Papa Sam,40.0394759,-75.0778205,3.0,6,1,"6398 Castor Ave, Philadelphia, PA, 19149"
T8lxi3V2avTVXCanVkAFNg,Pizza Hut,39.9130548,-75.149704,1.5,25,1,"2715 S Front St, Ste 9, Philadelphia, PA, 19148"
GOSVLhjUT6TnrPhkkmDOpw,Vineyards Cafe,39.969939,-75.163026,4.5,192,1,"847 N 16th St, Philadelphia, PA, 19130"
h85b3MFPWyaopMBy8DpBpA,Ron's Caribbean Cuisine,40.0407573,-75.1448014,4.0,142,1,"5726 N Broad St, Philadelphia, PA, 19141"
w9hS5x1F52Id-G1KTrAOZg,Wiz Kid,39.9509958568,-75.1723086834,4.5,163,2,"124 S 19th St, Philadelphia, PA, 19103"
_tADqh3OmH6CzGJWKkru3g,Latin Flavor,39.9422752,-75.1532337,4.5,10,1,"627 South St, Philadelphia, PA, 19147"
5Eq-hxUIIjZTHFnpZJhgQQ,Tom's Corner Grill & Pizza,40.0406177,-75.0438084,3.5,11,2,"7375 Crabtree St, Philadelphia, PA, 19136"
mCo2uVTTGYrEhRrkQW-CMw,Empress Garden,39.9539403,-75.1563093,4.0,263,2,"108 N 10th St, Philadelphia, PA, 19107"
-LmhsdQproqCf5EQoD06rQ,The Fat ChickeN,39.9227051442,-75.1861358061,4.5,10,1,"2355 S Bucknell St, Philadelphia, PA, 19145"
afsP-p_pr4ikrboB5MtUzQ,Los Compadres,39.9553865,-75.1910637,4.0,12,2,"3300 Market St, Philadelphia, PA, 19145"
7MaaaorooHRAqkQXcTqmrg,Nannie Francos Pizza,39.922527,-75.1644732,3.0,13,1,"2141 S 11th St, Philadelphia, PA, 19148"
tVxL-Ygzwp8NMuxwvNmWRA,Los Potrillos,40.0123759,-75.1124633,4.0,17,2,"4200 G St., Philadelphia, PA, 19124"
H3yoQNhw-AfdLIwScR1zXg,Divino Wine Bar,39.9482333,-75.1726372,3.5,10,2,"267 S 19th St, Philadelphia, PA, 19103"
rVfe1LHo55A2fworkm_jVw,Capofitto,39.9485775068,-75.1450225711,4.5,205,2,"233 Chestnut St, Philadelphia, PA, 19106"
O6hY9yenifuRXrpc4TfgsQ,The Blue Duck,40.0571673033,-75.0304835714,4.0,495,1,"2859 Holme Ave, Philadelphia, PA, 19152"
-V0vIgo6196MDn_x3ZaYmA,La Creperie Cafe,39.9506242,-75.1697297,3.5,146,2,"1722 Sansom St, Philadelphia, PA, 19103"
ZMJz4ekxrcZdhBcnK4B_6g,Kurry Shack,39.9229257,-75.1525267,3.5,29,2,"2015 E Moyamensing Ave, Philadelphia, PA, 19148"
UaovDcnP0QzsmGf6vXvg9w,Rocchino's,39.948818,-75.1456539,3.0,20,2,"239 Chestnut St, Philadelphia, PA, 19106"
x2J-YIFeGZ-nsezzooVA9g,Twenty 21,39.9541083,-75.1746706,3.0,8,2,"2005 Market St, Philadelphia, PA, 19103"
sdWuLh-auc0nC2Jy6_26AQ,The Black Sheep Pub & Restaurant,39.9484223,-75.1692901,3.5,339,2,"247 S 17th St, Philadelphia, PA, 19103"
AtYDSsVOZT8DLWCcTBqZmQ,Hunnies Crispy Chicken,39.9491591674,-75.1671322221,2.0,5,2,"223 S Sydenham St, Philadelphia, PA, 19102"
3CsBRtDT5WOUu8IY0mHhXw,Slices Pizza,40.0096537,-75.1954732,4.0,122,2,"4249 Ridge Ave, Philadelphia, PA, 19129"
nP4LqTcK1USiw5WnbOjW7A,Marrakesh Express,39.9567155,-75.2100343,4.5,48,2,"4407 Chestnut St, Philadelphia, PA, 19104"
1NCUTTp6rIyXpwUDVv9qOA,Lazos Pizza & Grill,39.9727751034,-75.1789870874,4.0,176,2,"2533 Poplar St, Philadelphia, PA, 19130"
OP-m-Kq-1aEWrrlaszFi9w,Ramble Pizza,39.9793657,-75.1253492,4.5,19,2,"nan, Philadelphia, PA, 19125"
rg6z4zFMxjj16qAnJ65gxg,Chevy’s Famous Thin Crust Pizza,40.0582111,-75.0868253,4.0,13,1,"7101 Rising Sun Ave, Philadelphia, PA, 19111"
mUIBtlWNPD7sz3rGGWQ1RA,Kanella,39.9463322,-75.1579478,4.5,579,2,"1001 Spruce St, Philadelphia, PA, 19107"
_FlhRk9KjdXyE0sLxUdEBQ,Commonwealth Kitchen,40.04186,-75.0275663,3.5,38,2,"8016 Frankford Ave, Philadelphia, PA, 19136"
Tdz-vjDRKI6LRzyaW3BMkg,Charlie's Roast Pork,39.9315335419,-75.1496175304,4.5,30,1,"1301 S 3rd St, Philadelphia, PA, 19147"
m4lkv5ksqtdXvlIVIftH_A,Pearl,39.9517967,-75.1722608,2.5,32,4,"1904 Chestnut St, Philadelphia, PA, 19103"
4EDFnzdMBdrL4tujAA2QZQ,Philippine Jeepney Grill,40.0575027,-75.0525701,3.5,12,1,"7927 Bustleton Ave, Philadelphia, PA, 19152"
byYUYIXVxS6IUXC42THYFw,Asian Star,40.0573352,-75.014859,3.0,5,2,"3148 Willits Rd, Philadelphia, PA, 19136"
Ydo8zFl1PaO--g5zwyVyVg,Loco Lucho's Latino Kitchen,39.9531593,-75.1590984,3.5,40,1,"51 N 12th St, Philadelphia, PA, 19107"
xruWHK8Z5N0JWyQubLHjgA,Potito's Italian American Pastries,39.9210221,-75.1744313,3.5,88,1,"1614 W Ritner St, Philadelphia, PA, 19145"
hwXDlBJdtr1cFFM8sy5oPQ,Steve's Prince of Steaks,39.9549777255,-75.199922158,3.0,11,2,"3836 Chestnut St, Philadelphia, PA, 19104"
2er_V-oAd7IbQ5YTY56r7A,Bareburger - Midtown Village,39.9489334,-75.1595088,4.0,622,2,"1109 Walnut St, Philadelphia, PA, 19107"
NjUjzEvHfyRcKI7VYwLY0Q,Cafe Habana,39.9519011,-75.175709,4.0,5,2,"102 S 21st St, Philadelphia, PA, 19103"
I5KZm-NnxYeEQsmp6nK5_w,Las Cazuelas Restaurant BYOB,39.9698623,-75.1439919,4.0,338,2,"426 W Girard Ave, Philadelphia, PA, 19123"
WJN51928dvjYmaFw-zPKXg,D'S Caribbean And American Food,40.000452,-75.1662905577,3.5,10,2,"3009 N 22nd St, Philadelphia, PA, 19132"
P8QLcGZZOPgl9w_3ARBKiQ,Hai Street Kitchen & Co,39.954687,-75.202181,3.5,100,2,"125 S 40th St, Philadelphia, PA, 19104"
89CEDMXZjJRHXGeVIWTwcA,Dae Jang Geum,40.0675529,-75.1472469,4.0,8,1,"1910 W Cheltenham Ave, Philadelphia, PA, 19138"
262I6X8Vi5PXygFmhjeLyA,Sorrento Pizzeria And Grill,39.9498507065,-75.2332982,2.0,9,1,"646 S 55th St, West Phildelphia, Philadelphia, PA, 19143"
Vq77GKtHp2nMsiKbjumgvA,Tony Express,40.004478,-75.152804,5.0,8,2,"3334 N Broad St, Philadelphia, PA, 19140"
XQ_wVhRayMJGQT9J_WANkw,4 Seasons Grill Mexican Restaurant,40.0030161,-75.1239721,4.0,12,3,"3503 B St, Ste 4B, Philadelphia, PA, 19134"
gXy0a9tOQYLGflwRtqmY5A,Camac,39.948202,-75.162588,3.0,6,2,"1305 Locust St, Philadelphia, PA, 19107"
liy3id4Wj1AaIduwETiVSQ,Sam's Pizza,40.0310045,-75.0836118,2.0,13,1,"5450 Rutland St, Philadelphia, PA, 19124"
BVe-jR0szZPC6o7r15jp4g,Enzo's,39.9505432,-75.1660506,3.5,9,2,"120 S 15th St, Philadelphia, PA, 19102"
Bih0eT_lbbCUwKmGYpX0hw,Ricci's Hoagies,39.9353601,-75.1615836,4.0,67,2,"1165 S 11th St, Philadelphia, PA, 19147"
RI33oswGDkIsc0fuQ8GzjA,Oregon Steaks,39.91579,-75.1653879,3.5,184,2,"2654 S 10th St, Philadelphia, PA, 19148"
ukt4QdEiwDubi991eF75TA,Paseo Tapas Bar,39.9684914,-75.176962,2.5,11,3,"726 N 24th St, Philadelphia, PA, 19130"
E-DcL1u330qwvoxXhipmUQ,George's Sandwich Shop,39.9388315986,-75.1579846257,4.0,93,1,"900 S 9th St, Philadelphia, PA, 19147"
GUNpbcLvHZLE3NpOifjNUQ,Slate,39.9519011,-75.175709,3.0,124,2,"102 S 21st St, Philadelphia, PA, 19103"
eFvzHawVJofxSnD7TgbZtg,Good Karma Cafe,39.9446092,-75.1578331,4.0,249,3,"928 Pine St, Philadelphia, PA, 19107"
teGUSCn6Vlrs07qIgilFHA,Oriental Kitchen,39.971725,-75.1657105,2.5,8,2,"919 N 18th St, Philadelphia, PA, 19130"
zYty3y2eQZQfdCSzyUUbzw,Valley Shepherd Creamery,39.953168623,-75.1589321091,4.5,32,2,"51 N 12th St, Philadelphia, PA, 19107"
c6r29yLfVhZaSyrtsNVLRQ,The Palace of Indian,39.9299499,-75.1629175,4.0,88,1,"1533 S 11th St, Philadelphia, PA, 19147"
mNu6xYO2bn-rvacN12h9WA,In & Out Pizza,40.0700275,-75.1575821,2.0,36,2,"7600 Ogontz Ave, Philadelphia, PA, 19150"
SIoCIxjn4jLt2O-4DajWJw,Mac's Tavern,39.949794,-75.144739,3.5,446,2,"226 Market St, Philadelphia, PA, 19106"
3kiB39JzdovdlOhQj-nMCw,Pho Hoa Noodle Soup,39.9366969,-75.1614094,3.5,116,2,"1111 S 11th St, Philadelphia, PA, 19147"
i_5PaxI8DK9EErsHBdwP1A,Tiffin-Etc,39.9701516,-75.1488281,3.0,21,2,"712 W Girard Ave, Philadelphia, PA, 19123"
xYOETY4C57qgs0ldtDYX_Q,Moon Flower House,40.0295791831,-75.0583349168,4.5,8,1,"6414 Frankford Ave, Unit 11, Philadelphia, PA, 19135"
XpTNCVbO5wL1DtDyKzKqfA,Holmesburg Bakery,40.0410115,-75.0284172,4.0,79,1,"7935 Frankford Ave, Philadelphia, PA, 19136"
eoooZrFnFZhRVuBH_LGcQw,A Taste of Jamaica,40.0638727,-75.1524294,3.5,14,3,"7169 Ogontz Ave, Philadelphia, PA, 19138"
skW4boArIApRw9DXKXukkA,Champps Penn's Landing,39.9206642975,-75.1416778564,2.5,38,1,"2100 S Christopher Columbus  Blvd, Philadelphia, PA, 19176"
6LCZLGa09Qifn6rG7-DNrg,Erawan Thai Cuisine,39.953793,-75.155832,3.5,180,2,"925 Arch St, Philadelphia, PA, 19107"
wAUkOyvAoyE6F7zuQ3g_UA,Flow State CoffeeBar,39.981907,-75.127012,5.0,25,1,"2413 Frankford Ave, Philadelphia, PA, 19125"
YSQkA13M3dVSrWynCqybaA,The Pink Dolphin,39.9665611,-75.1399345,3.0,36,2,"1001 N 2nd St, Philadelphia, PA, 19123"
J-ciDDEdIHMcChGIyKZnOg,Cake Life Bake Shop,39.970468014,-75.1345396622,4.5,241,3,"1306 Frankford Ave, Philadelphia, PA, 19125"
MKHJy86fkFnMAhZac6wuLw,Chuck E. Cheese,40.076239,-75.03146,2.5,12,2,"9175 Roosevelt, Ste 2, Philadelphia, PA, 19114"
WIv5kTb_P3jnngPkMeRRNw,Jay's Favorite Sushi Bar,39.950303,-75.166856,3.5,97,1,"1526 Sansom St, Philadelphia, PA, 19102"
C_EtrXTygRX5RTUOKtO6Dg,Copabanana,39.9515586,-75.2032578,3.0,334,2,"4000 Spruce St, Philadelphia, PA, 19104"
AbtYqoBGuvlWmR1gU0c3XA,Foodery,39.9448121788,-75.158305077,3.5,113,1,"324 S 10th St, Philadelphia, PA, 19102"
7x76ngzub3j4PijMHm71nQ,Fratelly Pizza & Restaurant,40.0478786128,-75.0593309498,2.0,20,2,"2383 Cottman Ave, Philadelphia, PA, 19149"
vA5MHe9LqNQcp8k_CaFkHg,Dagwood's Pub,40.0506387,-74.9997615712,4.0,123,3,"4625 Linden Ave, Philadelphia, PA, 19114"
gIdsoqeal31OEuBXhAaPPw,Cornerstone Inn,40.033236,-75.215314,3.5,10,2,"6080 Ridge Ave, Philadelphia, PA, 19128"
WA2dW8HafdFte-dEWStZzg,Kato's Cajun,39.9515705,-75.1680038,2.5,18,2,"1625 Chestnut St, Philadelphia, PA, 19103"
F1hbIYD1lNzbprtckd7bVg,Venuto's Old World Pizza,40.0322069,-75.2142546,3.0,5,3,"6024 Ridge Ave, Philadelphia, PA, 19128"
-OIUunijjcq_ZzyyQhPPFQ,Zorba's Taverna,39.9671642,-75.1748969,4.5,510,1,"2230 Fairmount Ave, Philadelphia, PA, 19130"
VJEzpfLs_Jnzgqh5A_FVTg,Jasmine Rice - Rittenhouse,39.9470839462,-75.1682054067,3.5,307,3,"306 S 16th St, Philadelphia, PA, 19102"
1UNorskttXSWuEcgzKzXcA,Xochitl,39.9428742,-75.1456449,3.5,453,2,"408 S 2nd St, Philadelphia, PA, 19147"
0qbMXG1Aw3a2beoQhU52lQ,Al Sham Restaurant - Philadelphia,40.0300231,-75.1803247,3.5,37,2,"306 W Chelten Ave, Philadelphia, PA, 19144"
NoaeOhk_wLceJqFruhRX1A,The Set Table,40.0098914,-75.1905348,4.0,5,2,"3572 Indian Queen Ln, Philadelphia, PA, 19129"
RVLF2RaStLkJiQCqBHknDw,Mom Mom's Kitchen and Polish Food Cart,39.9439859,-75.167449,5.0,91,2,"1505 South St, Philadelphia, PA, 19146"
D4AJVjAiJULF04BjN7bhiA,Snackbar,39.948831,-75.1740669,3.5,56,2,"253 S 20th St, Philadelphia, PA, 19103"
S0TBIuX2tkMjM0SCILJrtw,Day Break Eggs,39.9387267,-75.1923844,4.5,22,1,"2900 Grays Ferry Ave, Philadelphia, PA, 19146"
17Y8circEnkMMXKfLo8Ztg,Bitar's,39.9346516,-75.1602726,4.0,154,1,"947 Federal St, Philadelphia, PA, 19147"
z5YxP_jyIU7dRKUA7V_H0w,Cily Chicken Rice,39.955545,-75.1554729,4.5,68,2,"933 Race St, Philadelphia, PA, 19107"
DGvkU7CkdBs6lNbncQmF3A,Franklin's,40.0110062,-75.189062,3.5,129,1,"3521 Bowman St, Philadelphia, PA, 19129"
FHNIvNgh3fS7VZQq2Y3dsA,Cheu Noodle Bar,39.9467949,-75.1577025,4.0,818,1,"255 S 10th St, Philadelphia, PA, 19107"
LY6OCkHEwfZtdOoQawNkWg,Samosa Vegetarian,39.9488451,-75.1612613,4.5,74,1,"1214 Walnut St, Philadelphia, PA, 19107"
_O_KBH1MStcUkS1xk5pxsg,Franny Lou's Porch,39.9835674,-75.1293858,4.5,68,2,"2400 Coral St, Philadelphia, PA, 19125"
